"DRG Definition","Provider Id","Provider Name","Provider Street Address","Provider City","Provider State","Provider Zip Code","Hospital Referral Region Description","Total Discharges","Average Covered Charges","Average Total Payments","Average Medicare Payments"
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",32,29520.59,10795.62,9918.25
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",26,33535.23,10950.34,10084.5
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","JASPER","IN",47546,"IN - Evansville",28,19162.03,9475.85,8428.14
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",35,31609.85,10977.31,9572.28
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",39,31869.87,11061.89,9731.61
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",49,36970.08,9841.61,8543.34
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150133,"KOSCIUSKO COMMUNITY HOSPITAL","2101 E DUBOIS DR","WARSAW","IN",46580,"IN - Fort Wayne",14,57357.92,10274.64,9392.07
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150157,"ST VINCENT CARMEL HOSPITAL INC","13500 N MERIDIAN ST","CARMEL","IN",46032,"IN - Indianapolis",12,47208.16,10018.66,8894.66
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",19,51707.73,10737.73,9973.36
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","FT WAYNE","IN",46804,"IN - Fort Wayne",35,47257.31,9286.8,8354.31
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",38,40455.57,10799.34,9302.07
"481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",38,48913.63,9969.47,9110.63
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",27,48297.14,9919.62,7211.07
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",13,30733.23,8511.46,7732.69
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",19,30282.42,9280.52,8211.47
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",12,40081.33,9919.91,8890.25
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",11,29092.09,9043.45,8026
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",11,47079.81,8965.18,7841.9
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",11,38857.81,13700.72,6366.36
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",42,31433.35,9310.95,7658.09
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150022,"FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","1710 LAFAYETTE RD","CRAWFORDSVILLE","IN",47933,"IN - Indianapolis",12,43161.91,8899.58,7958.91
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",31,36431.77,9188.19,8169.87
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",23,30657.56,8707.39,7682.17
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",17,31884.35,9885.17,8895.76
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",31,27152.41,8493.03,7478.83
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",17,27438.11,8978.94,8120.82
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",20,39730.95,8767.2,7864.8
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",17,19826.94,8519.35,7463.35
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150042,"GOOD SAMARITAN HOSPITAL","520 S 7TH ST","VINCENNES","IN",47591,"IN - Evansville",17,21294,8154.35,7078
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",15,23937.33,8265.26,7441.53
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",11,21871.9,10061.45,9246.9
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",23,33665.04,9086.95,7532.69
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",15,55571,12705.46,11881.73
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",23,36886.26,9850.13,9019
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150074,"COMMUNITY HOSPITAL EAST","1500 N RITTER AVE","INDIANAPOLIS","IN",46219,"IN - Indianapolis",12,32382.75,9832.83,8711.5
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",33,37302.87,8557.36,7001.9
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",21,37075.8,9992.52,9080.71
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150086,"DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","LAWRENCEBURG","IN",47025,"OH - Cincinnati",11,23219.09,8813,7561.54
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",17,39512.41,9098,8236.11
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",51,38740.41,9785.56,8540.62
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",12,31346.25,9173.33,8235.33
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",18,34893.88,8465.44,7655
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150109,"FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","LAFAYETTE","IN",47905,"IN - Lafayette",11,41855.45,9126.81,8103.54
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",15,23093.06,8953.93,8052.6
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",18,34094.22,9089.83,8151.83
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",43,25985.83,9238.32,7806.51
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",26,26899.53,9065.69,7611.03
"482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC",150168,"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","FT WAYNE","IN",46804,"IN - Fort Wayne",35,38398.68,8106.51,6768.28
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",17,34253.58,6792.7,5801.41
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",15,37551.66,7800.8,5405.73
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",32,26960.21,6917.71,4637.31
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",17,39904.82,5961,4903.11
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",48,21521.79,5954.87,4424.62
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150037,"HANCOCK REGIONAL HOSPITAL","801 N STATE ST","GREENFIELD","IN",46140,"IN - Indianapolis",11,14662.45,5537.63,4420.18
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",11,19787.54,5530.27,3894.18
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",26,17893.11,5854.53,4861.76
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150056,"INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","INDIANAPOLIS","IN",46206,"IN - Indianapolis",18,47509.83,9802.38,7644
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",12,25124.58,7220.5,5033.75
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150059,"RIVERVIEW HOSPITAL","395 WESTFIELD RD","NOBLESVILLE","IN",46060,"IN - Indianapolis",12,22634.91,5615.83,4491.83
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",27,22535.51,5913.92,3787.77
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",94,25463.04,7365.32,5080.14
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",96,26470.18,7060.97,5084.17
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150090,"FRANCISCAN ST MARGARET HEALTH - DYER","24 JOLIET ST","DYER","IN",46311,"IN - Munster",13,25972.23,8160.15,4510.69
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",16,29378.68,5843.62,4859.12
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",34,16133.11,6099.11,4777.2
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",28,21737.32,6064.35,4672.17
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150160,"INDIANA ORTHOPAEDIC HOSPITAL LLC","8400 NORTHWEST BLVD","INDIANAPOLIS","IN",46278,"IN - Indianapolis",39,24619.23,5730.94,4083.12
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150167,"ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","FORT WAYNE","IN",46845,"IN - Fort Wayne",17,20387.76,5301.47,4178.88
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",46,26822.45,5729.65,4654.52
"491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",12,38926.75,8467,5367
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",12,12733.75,4902.83,4202
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",11,19587.36,3883,2765.54
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",14,10958.85,4163.78,3207.21
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150011,"MARION GENERAL HOSPITAL","441 N WABASH AVE","MARION","IN",46952,"IN - Indianapolis",12,9271.75,4149.5,3303.16
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",25,10558.16,4598.88,3750.08
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",13,13816.15,4239.92,3379
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",21,11287.23,4045.38,3403.09
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"IN - Indianapolis",11,15548,4323.72,3721.18
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",15,11311.26,3819,2993.13
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",13,13164.61,4313.46,3537.15
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",16,13615.37,4270.87,3357.12
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",11,10525.36,3497.81,2677.45
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150048,"REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","RICHMOND","IN",47374,"IN - Indianapolis",16,9893.62,4713.81,3945.56
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150051,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","BLOOMINGTON","IN",47403,"IN - Indianapolis",13,10100.92,4102,3149.07
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","615 N MICHIGAN ST","SOUTH BEND","IN",46601,"IN - South Bend",24,14366.12,4659.37,3310.58
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150082,"DEACONESS HOSPITAL INC","600 MARY ST","EVANSVILLE","IN",47747,"IN - Evansville",28,13235.35,3814.89,2852.6
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","2001 W 86TH ST","INDIANAPOLIS","IN",46260,"IN - Indianapolis",24,16820.29,4727,3650.16
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150088,"SAINT JOHN'S HEALTH SYSTEM","2015 JACKSON ST","ANDERSON","IN",46016,"IN - Indianapolis",13,10878.53,4269.53,3408.61
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","MUNCIE","IN",47303,"IN - Muncie",13,15806.3,4472.69,3698.84
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150100,"ST MARY'S MEDICAL CENTER OF EVANSVILLE INC","3700 WASHINGTON AVE","EVANSVILLE","IN",47750,"IN - Evansville",15,13308.93,3781.8,2974.8
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150112,"COLUMBUS REGIONAL HOSPITAL","2400 E 17TH ST","COLUMBUS","IN",47201,"IN - Indianapolis",12,9116.25,3984.33,3054.33
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","1515 N MADISON AVE","ANDERSON","IN",46011,"IN - Indianapolis",18,10735.55,4086.11,3027.66
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150125,"COMMUNITY HOSPITAL","901 MACARTHUR BLVD","MUNSTER","IN",46321,"IN - Munster",28,10534.32,4155.21,3142.6
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150126,"FRANCISCAN ST ANTHONY HEALTH - CROWN POINT","1201 S MAIN ST","CROWN POINT","IN",46307,"IN - Gary",16,13201.56,4120.81,3209.06
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150128,"COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","INDIANAPOLIS","IN",46227,"IN - Indianapolis",11,12464.18,3876.63,3159.18
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150158,"IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","AVON","IN",46123,"IN - Indianapolis",17,16780.7,4690.88,2609.76
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150169,"COMMUNITY HOSPITAL NORTH","7150 CLEARVISTA DR","INDIANAPOLIS","IN",46256,"IN - Indianapolis",12,12888.25,4066.41,3128.41
"536 - FRACTURES OF HIP & PELVIS W/O MCC",150173,"INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL","5165 MCCARTY LN","LAFAYETTE","IN",47905,"IN - Lafayette",12,15755.66,3730.83,2606.83
"552 - MEDICAL BACK PROBLEMS W/O MCC",150002,"METHODIST HOSPITALS INC","600 GRANT ST","GARY","IN",46402,"IN - Gary",47,13804.21,5495.29,4434.85
"552 - MEDICAL BACK PROBLEMS W/O MCC",150004,"FRANCISCAN ST MARGARET HEALTH - HAMMOND","5454 HOHMAN AVE","HAMMOND","IN",46320,"IN - Munster",13,30058.46,5690.3,4747.23
"552 - MEDICAL BACK PROBLEMS W/O MCC",150006,"INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL","1007 LINCOLNWAY","LA PORTE","IN",46350,"IN - South Bend",14,15702,4450.85,3561.42
"552 - MEDICAL BACK PROBLEMS W/O MCC",150007,"HOWARD REGIONAL HEALTH SYSTEM","3500 S LAFOUNTAIN ST","KOKOMO","IN",46904,"IN - Indianapolis",13,12356.38,4948.61,3261.84
"552 - MEDICAL BACK PROBLEMS W/O MCC",150008,"ST CATHERINE HOSPITAL INC","4321 FIR ST","EAST CHICAGO","IN",46312,"IN - Munster",31,13831.54,5458.48,4377.35
"552 - MEDICAL BACK PROBLEMS W/O MCC",150009,"CLARK MEMORIAL HOSPITAL","1220 MISSOURI AVE","JEFFERSONVILLE","IN",47130,"KY - Louisville",41,12628.07,4736.07,3585.41
"552 - MEDICAL BACK PROBLEMS W/O MCC",150010,"ST JOSEPH HOSPITAL & HEALTH CENTER INC","1907 W SYCAMORE ST","KOKOMO","IN",46904,"IN - Indianapolis",15,19515.06,4397.13,3571.26
"552 - MEDICAL BACK PROBLEMS W/O MCC",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","5215 HOLY CROSS PKWY","MISHAWAKA","IN",46545,"IN - South Bend",41,13246.12,5534.26,4297.12
"552 - MEDICAL BACK PROBLEMS W/O MCC",150015,"FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","MICHIGAN CITY","IN",46360,"IN - Gary",33,16844.9,4621.81,3737.69
"552 - MEDICAL BACK PROBLEMS W/O MCC",150017,"LUTHERAN HOSPITAL OF INDIANA","7950 W JEFFERSON BLVD","FORT WAYNE","IN",46804,"IN - Fort Wayne",48,15996.35,4994.33,3786.64
"552 - MEDICAL BACK PROBLEMS W/O MCC",150018,"ELKHART GENERAL HOSPITAL","600 E BLVD","ELKHART","IN",46514,"IN - South Bend",32,12828.53,4868.71,3659.12
"552 - MEDICAL BACK PROBLEMS W/O MCC",150021,"PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","FORT WAYNE","IN",46805,"IN - Fort Wayne",35,19300.54,6025.2,3660.54
"552 - MEDICAL BACK PROBLEMS W/O MCC",150022,"FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE","1710 LAFAYETTE RD","CRAWFORDSVILLE","IN",47933,"IN - Indianapolis",14,12505.14,4748.28,3708.57
"552 - MEDICAL BACK PROBLEMS W/O MCC",150023,"UNION HOSPITAL INC","1606 N SEVENTH ST","TERRE HAUTE","IN",47804,"IN - Terre Haute",74,16767.66,4992.13,4010.24
"552 - MEDICAL BACK PROBLEMS W/O MCC",150026,"IU HEALTH GOSHEN HOSPITAL","200 HIGH PARK AVE","GOSHEN","IN",46526,"IN - South Bend",13,11136.76,4283.92,3328.53
"552 - MEDICAL BACK PROBLEMS W/O MCC",150033,"FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE","1600 ALBANY ST","BEECH GROVE","IN",46107,"IN - Indianapolis",28,18385.92,4630.35,3698.67
"552 - MEDICAL BACK PROBLEMS W/O MCC",150034,"ST MARY MEDICAL CENTER INC","1500 S LAKE PARK AVE","HOBART","IN",46342,"IN - Gary",63,15926.19,4932.88,3844.38
"552 - MEDICAL BACK PROBLEMS W/O MCC",150035,"PORTER VALPARAISO HOSPITAL","814 LAPORTE AVE","VALPARAISO","IN",46383,"IN - Gary",46,20795.41,5039.73,3642.21
"552 - MEDICAL BACK PROBLEMS W/O MCC",150044,"FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","1850 STATE ST","NEW ALBANY","IN",47150,"KY - Louisville",49,15588.71,4368,3472.24
"552 - MEDICAL BACK PROBLEMS W/O MCC",150046,"TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","TERRE HAUTE","IN",47802,"IN - Terre Haute",13,21338.76,4625.38,3318
